,content,label
41798,"제발, 정신병자들은 정신병원에!!",1
55206,오늘도 학교에서 애들한테 놀림받고 왔어.,2
51199,가족들에게 따돌림 당한 걸 얘기했는데 오히려 나를 꾸짖었어. 가족들에게 실망했어.,2
54617,학교폭력에 대해서 신고하면 나 더 왕따당할까? 어떻게 생각해?,2
56909,후배 소식을 전해 듣고 가슴이 먹먹해졌어.,2
55195,내가 주선한 소개팅에서 상대방 여성분이 내 친구가 마음에 안 든다고 했나 봐. 속상해 정말.,2
48761,건강검진을 꾸준히 받지 않아서 암을 발견하는 것이 늦었어. 지금 와서 너무 후회돼.,2
24686,성적이 예상외로 낮아서 당혹스러워.,1
17774,내 보험 판매 실적이 결국 상사한테 가버렸어. 항상 이런 식이야.,1
34751,환생속도가 빛의속도임 환생해도 기억다하고.. ㅋㅋ,1
44304,탄핵찬성 안하는 놈들은 끝까지 추적해서 밝혀낸다,1
6909,정말 국내에선 박병호나 손아섭이라는 톱타자보다 못했으나 국제경기에 가면 상당히 강했나보네~ 내년시즌 김현수 기대해도 좋다.,0
45377,출산을 좀 더 미루고 싶은데 시부모님의 요구를 거절하기가 힘들어.,2
44529,저런또라이. . 이녀ㄴ은전쟁나도 성형하고있을녀ㄴ이다. .저런게한나라대통이었다니,1
5181,직장 후배가 너무 마음이 들어.,0
36892, 다음달에 또 휴가나온다고 하더라구요.,1
53521,얼마 전에 봤던 면접에서 떨어져서 너무 실망스러운 마음이 들어.,2
27773,보험하나 없는데 큰병 걸리면 어쩌지?,1
1812,어마어마한 약값 때문에 막막했는데 옆집 사람이 돈 빌려준다고 해서 얼마나 다행이었는지 모르겠어.,0
5377,내가 내 또래 아줌마들 중에는 제일 건강할 거야.,0
47928,오래 다니고 있었던 회사에서 이런 식으로 잘릴 줄이야.,2
53631,자식들이 나를 요양원에 맡기고 싶어 한다는 사실을 알았어. 너무 비통한 느낌이 들어.,2
49793,우리 엄마가 뭘 잘못했는지 모르겠어.,2
6838, 400일 정말 축하해!!,0
32987,가족들이 내가 공부하려고 할 때마다 자꾸 불러서 성가셔.,1
10993,대성이 보고 싶다 꼭 시청해야지~,0
5024,학업에 고민이 많았는데 엄마한테 망설임 없이 이야기했어.,0
24330,아들이 이번에 결혼하게 되었는데 부모가 되어서 전세를 얻는 데 보태주지 못해서 너무 가슴이 아프네.,1
63364,6월 2일날까지 굶기 프로젝트 1일째....,2
45598,일하는 건 변화가 없는데 불황 때문에 올해 상여금이 나오지 않았어.,2
27627,내 재정 상황을 보니 불안한 마음이 앞서.,1
21982,올해 안에 꼭 취업하고 싶은데 면접은커녕 서류전형에서 계속 탈락했어.,1
47118,요즘 노후에 대해 고민하고 있어. 그래서 그런지 억울해.,2
20934,하루하루 너무 힘이 들어. 학교에서 나를 괴롭히는 친구들이 있어.,1
36234,위기를 기회로 만드는 갓성전자 ㅎㅎㅎㅎ,1
32080,엄마가 언니만 챙기는 것 같아. 그래서 당황스럽고 상대적인 소외감을 느낄 때가 많아.,1
62313,지금은 몇달간 백수놀이 중 입니다..,2
60840,소유진씨는 무슨 복에?? ㅋㅋ,2
60655,진짜날씬한분들많으시더라구요,2
15945,요즘 결혼하는 신혼부부들은 코로나 때문에 너무 걱정이 많을 것 같아.,1
42539,닥ㅊ고 음식이나 차려라,1
30250,아내가 보기 싫고 화가 나. 이제는 미운 감정뿐인가 봐.,1
42551, 미친..누가 그런종자를 지인으로.,1
6696,예전에는 인간관계에 하나하나 상처받고 그랬는데 요새는 초연해진 것 같아. ,0
13077,오늘까지 처리해야 하는 팀 프로젝트 보고서 때문에 동료에게 문자를 보냈는데 답장이 안 와 미치겠어.,1
7501,내 아들도 재학생(군복무중)으로 자랑스럽내요,0
18599,간병인이 자식들이 있을 때만 나를 지극정성으로 돌봐.,1
31958,내가 회사에서 잉여자원인 것 같아서 불안해.,1
48725,나는 언니가 너무 싫어. 부모님 몰래 나를 괴롭혀서 이젠 환멸 나.,2
1057,가족이랑 곧 캠핑하러 가는데 너무 신나!,0
9510,잘한자 잘한다 잘하고 있다 칭찬해주고 싶다..,0
4484,만남을 몇 번 거절하던 여성이 드디어 내 고백을 받아줘서 너무 기뻐.,0
9248,앞으로도 쭈욱~~~,0
36572, 정보 잘 찾아서 싸게 사는 사람도 비싸게 사야하고 핸드폰 회사 통신사 배부르게 해서 대기업 배불리는 법,1
11690,통베전자 끝물로 가는듯ㅋㅋㅋㅋ,0
25470,내 의견을 항상 묵살하는 직장 선배한테 복수하고 싶어.,1
2891,대학을 졸업했는데. 전공과목에 맞춰서 진로를 정해 직장을 구하기가 힘들어.,0
7166,인맥도 환영합니다^^,0
19878,나 친구랑 절교할 거야.,1
45572,얼마 전에 친구들과 만났는데 내가 친구들에게 돈을 너무 아낀다고 싸움이 났다가 다신 안 보게 됐어.,2
15344,반에서 친구가 따돌림당하는걸 보고도 나도 따돌림 당할까 봐 모른 척한 내가 한심해.,1
62898, 남은 유가족들 슬픔은?,2
48007,오늘 오랜만에 부모님을 봐서 그런지 눈물이 나더라.,2
11724,KBO산 배팅머신의 위엄,0
14043,아내가 건강에 좋다는 건 무조건 다 사들여서 스트레스를 받아.,1
8164,감동주는 촛불광장이추운날씨에 대단하신국민들!!,0
24830,내가 건강이 썩 좋지가 않지만 그래도 빌빌거리는 건 아닌데 말이야.,1
46769,딸이 내가 반대하는 남자와 결혼하려고 해. 정말 비참한 심정이야.,2
61707, 저 봉사하다 혼남ㅠㅠ,2
9208,저는 김연아 선수를 존경하는 고2학생입니다.,0
42449,"사람,물건,역사 안가져간게 없어",1
45735,병원에서 오래 살 수 없을 것 같다고 들었어.,2
63278,너와 좋은 인연이 됐으면 했었는데 상처만주고가버리는구나.,2
1393,내가 드디어 임신에 성공했어.,0
52822,이번 주말에 남편 친구들 부부 모임에서 캠핑을 한다고 부부동반으로 오라고 하네.,2
8538,레스터시절에는 이랬지 재미있었지 레강딱,0
9946,만세ㅜㅜㅜㅜㅠ탈큡만세ㅜㅜㅜㅜ쉽지않은 결정이였을텐데 너무 고마워요,0
8332,혹해서 한번 사봤네요ㅋㅋㅋ,0
15599,선생님이 요즘 학교에서 대학교 입시 이야기밖에 안 해서 지루해.,1
10046,적지만 댓글 남겨주신 분들 감사해요,0
58579,이제 볼만한 예능없어졌다ㅜㅜ,2
31665,친구들에게 패스트푸드점에서 한턱 산다고 하다가 부끄럼을 당했어.,1
38529,우오와,1
39751,와 진짜 여긴 무식이 판을 치네진짜 수준이,1
63578,제가 먼저 잡아도 될까요..,2
33851,유재석 1위인건 당연한데 이국주 2위랑 강호동 3위가 놀랍다..,1
44971,친구들이 여행을 가자고 했지만 가난한 탓에 거절했고 상처를 받았어.,2
52866,내가 식도암 말기라네.,2
1288,이번 소개팅에 내 이상형이 나왔어.,0
39347,이 돌으신년 빨리좀 끌어 내릴 수 없나...,1
12673,정신차리고 미친듯이 일한지 2년...,0
7641,멋있다신화~~~,0
45509,비가 오니 더 우울해지네.,2
2765,정말 신나는 하루야.,0
3508,수능 성적이 안 좋아서 심란했는데 아빠가 위로해주셔서 기뻤어.,0
40095,보여주기식 훤히보인다 에이그 치킨아,1
4065,저번에 면접 본 회사가 이번에 합격해서 너무 기뻐.,0
8269, 집회에 참가하신 모든 분들께 죄송하고 감사합니다.,0
12105, 캐럿들은 오빠들이 그 소중한 무대에 원할때까지 올라갈수있도록 노력할게요ㅎ,0
51188,건강 상태에 충격받았어.,2
46780,친구가 행복해 하는 것을 보면 배가 아파 자꾸 질투가 나.,2
39235,역대 최고의 영화 TOP5...,1
36160,야구라는 스포츠는 망하게 놔두고 저딴승마에는 200억 ㄷ,1
45418,오래가지 않을 친구들에게 모든 에너지를 소비했어.,2
54715,나이는 먹어가고 있는데 어떤 일을 어떻게 하면서 살아야 할지 막막해.,2
63540, 두달도안남은시점...,2
4125,오늘 건강검진을 받았는데 예전보다 건강이 좋아졌대.,0
8007,ㅋㅋㅋ레알 수준ㅋㅋ,0
56780,취업이 되지 않아. 너무 우울해.,2
58778,아~사는게 힘들고 외워로서이쁘지도 않고 그저그런얘를 꼬셔야할지 말지 고민..,2
53198,아빠가 요새 이상하게 걷길래 왜 그렇게 걷냐고 핀잔을 줬는데 방에서 파스를 붙이고 계시는 걸 보았어.,2
17885,여러 가지 일이 겹쳐서 학업에 소홀했어. 시험 성적이 잘 나오지 않을까 봐 걱정이야.,1
62384, 맨날 바닥쓸고 닦고 나 혼자 일해요 ㅜㅜ,2
9162,진짜 열심히한다 칭찬해,0
56889,입원했다고 전화를 했는데도 아무도 병문안을 오지 않았어. 너무 슬퍼.,2
35937,브라질이선진국?,1
36975,....언제그랬습니까??,1
35262, 이랬는데 정말이더군요,1
49118,가족들이 나를 자꾸 따돌려.,2
7666,이준기압도적이다 진짜,0
47089,나는 절약하기 위해 술 담배도 안 하시는 아빠를 보면 마음이 아파.,2
7974,해낼줄 알았어요....,0
55268,아들이 나한테 사준 것보다 더 비싼 영양제를 남편한테 사 줬어. 부러워서 배가 아파.,2
31325,이직한 지 아직 일주일째라 친한 사람이 없어서 외로워.,1
33653,헛똑똑인줄알아떠니.,1
15946,지난 달 협심증 때문에 진료를 받았는데 병원비가 너무 많이 나왔어.,1
23360,이제 곧 전세계약이 끝나는데 혹시라도 집주인이 전세금을 올릴까 봐 걱정이야.,1
7914,이 말이 너무 와닿습니다.,0
9683,아쉽지만 잘했어요 미나!!,0
13182,내게 괴롭힘 당하면서 나쁜 길로 빠지지 않도록 노력하는 친구에게 미안한 감정이 들었어.,1
14356,아직 엑셀에 익숙하지 않아서 젊은 직원의 도움을 받아야 한다니 나 스스로 한심해 죽겠어.,1
37089,제일못할줄알았는데~~헐,1
54454,손자들이 병문안을 왔다 돌아갈 때면 눈물이 나서 참을 수가 없어.,2
10516,박근혜 대통령님 참 고우시다....,0
44121,그냥 김정은이한테 내려와서 보라고하시지한심한 국회종자들,1
45650,친한 친구랑 다퉜어. 며칠째 말을 하지 않아서 우울해. 친구가 많이 화가 났나 봐.,2
4230,지난번에 투자한 주식이 대박이 났어.,0
27159,자식들과의 연락도 끊기고 남편도 없는데 내가 암으로 죽으면 장례를 치러줄 사람이 없어서 슬퍼.,1
49958,아무리 밤 새 공부해도 성적 상위권이 되기는 어렵네.,2
63441,저도 맘 정리 거의 다 되가긴 했는데도 아프네요,2
12346,100만이 모였음에도 뒷처리까지 깔끔하게 시민의식 보여준 국민들 대단합니다!!,0
12603,잘했네요,0
11887, 덴마크 교민 홧팅!!,0
62285,저희 직장은 평소 결혼식같은 이유로일을 안빼주셔요ㅠㅠ,2
53990,의사가 나한테 시간이 얼마 안 남았다고 마음의 준비를 하래. 충격 받아서 눈앞이 깜깜해.,2
9504,진짜최근들어봤던 드라마중 최고인듯..,0
11248,와 듣던중반가순 소식이네~~,0
12116,하지만 현실은 한 찌질녀의 애견사랑이라는 거 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
50172,회사에 완전히 배신당한 기분이야.,2
59876,처음 걸려봐서 정말괴롭네요,2
28569,건강 관련해서 지원을 받고 싶은데 정보가 없어서 너무 까마득해.,1
20434,동서한테 천식에 좋은 차를 보냈더니 전화로 감사 인사를 하는데 그러면서 우는 거야.,1
4841,난 지금 당장 회사를 관둬도 걱정이 없어.,0
40937, 참여인원이 더 많은 태국기 집회는 보도 않고!,1
54720,결혼을 꼭 해야 하는지 잘 모르겠다.,2
41542,애플이 인도인을 미개인으로 취부하는데 어느 누가 좋다고 승인해 주겠나!,1
45280,아이가 갑자기 학교에 가지 않겠다고 해서 너무 걱정이야.,2
32562,아픈데 이대로 참고 버텨도 괜찮을지 정말 혼란스러워.,1
55843,우리는 아내가 회사 다니고 내가 살림을 하는데 아이 돌보느라 집안일 하느라 바쁘고 힘드네.,2
2134,직장에서 스트레스를 받으면 마음을 진정시킬 방법이 있을까?,0
57698,언니가 나를 의심해.,2
63205,난 다 알고있는데 왜 이럴까...,2
57021,나는 집에만 들어가면 아빠가 술 난리를 피워서 미치겠어. ,2
6536,요즘 남편하고 대화를 많이 해.,0
11696,폭스바겐 밴을 재벌이 타냐... ㅋㅋㅋ,0
16954,새로운 학교에 전학을 오니 전 학교에서 친했던 친구들이 너무 보고 싶어.,1
8819,  연습하느라 넘어지고 힘들었을텐데 너무 멋지게 경기에 임해주셔서 보는사람에게  감동을 안겨다준것 같네요,0
547,남편이 은퇴하고 우리 부부는 매일 아침 같이 등산을 하고 장도 같이 보러 다니고 여행계획도 세우고 해 요즘 너무 행복해.,0
11603,포켓몬고 재밌음ㅋㅋㅋ,0
27973,친구가 물건을 훔치는 걸 봤는데 어찌해야 할지 고민이야.,1
4384,나 오늘 운전면허 시험 합격했어!,0
8742,연기 완전 잘해ㅠㅠ!!,0
15715,지금 직장이 너무 별로여서 다른 직장을 구하려 하는데 너무 무서워. 재취업을 할 수 있을지.,1
13643,남편이 너무 나이 들어 보여서 같이 다니기가 좀 꺼려져.,1
46989,할아버지께서 구순 잔치를 앞에 두고 쓰러지셨어.,2
18112,분명 시험지를 풀 때는 다 맞았다고 생각했는데 답을 보니 다 틀렸다고 나와서 당황스러워.,1
3636,출산 휴가 중인 동료를 우연히 만났는데 육아를 하며 잘 지내는 것 같아서 마음이 편안해.,0
13147,요새 집에만 있어서 살이 쪄서 고민이야.,1
38891,얘 등록했으면 큰일 날뻔했네,1
5104,내가 사귀는 애인이 있는데 이번에 결혼까지 갈 수 있을 거 같아.,0
8224,정말 인생을 멋지게 사시는 분입니다.,0
24824,아빠는 맨날 나도 그러고 싶지 않았는데 잘못만 하면 뭐라 하기만 해. 화가 나!,1
2517,나 우리 아들 내외랑 유럽여행 다녀왔는데 너무 좋았어.,0
46576,요새 돈이 부족해서 너무 걱정되고 살기가 싫어.,2
34230,지금 교도소도 군대보다 더 편하다는 사실~~~,1
54566,요새 내 집사람이 결혼 전보다 더 사나워진 것 같아.,2
7104, 보수의 해체를 축하한다,0
49681,이번 주에도 로또에 당첨이 안 됐어.,2
52086,나의 승진 소식에 가족들은 시큰둥한 반응이었어.,2
51016,생각보다 성적이 너무 안 나와서 실망했어.,2
6048,김 사장이 사업을 제안했는데 투자하면 본전 이상을 뽑을 수 있을 거 같아.,0
11404,그리고 또 생일축하드려요 ^_^,0
1863,은퇴하고 집 하나 달랑 있는데 보유세가 왜 이렇게 많이 나와.,0
45538,나 이혼하고 싶어.,2
49967,전립선비대증 진단이 나와서 슬프네.,2
60897,돈돈돈....돈이 문제지.돈 많은 사람들 부럽지...,2
56005,이번에 친구들과 투자를 같이 했는데 사기꾼으로 몰려서 억울해.,2
16185,남자친구와 데이트할 때 늘 신경이 많이 쓰여.,1
14104,내게 중요한 시기인데 부모님이 이혼하실 것 같아. 화도 나고 왜 꼭 지금이어야 하나 좌절감이 들어.,1
19147,상사들은 왜 어리다고 무시하는지 모르겠어.,1
30439,매번 끼니 대신에 커피를 먹다가는 큰 일이 날 거 같아.,1
61360,당시 의사들이 저렇게 했을 것 같아서 맘 아팠음.,2
58258,혼자 지내게 되니 많이 외롭고 후회스러워.,2
15465,괴롭힘 당하는 친구가 도와달라고 했는데 나도 괴롭힘 당할까 봐 멈칫했어. 친구가 상처 받았으면 어떻게 하지?,1
14386,그 사람이 친구인 척 친해지자고 다가오더니 남의 가방이나 뒤지고 배신감 들어.,1
1728,원하던 직장에 드디어 합격했어. 진짜 몇 번이나 도전했는지 몰라. 지금 너무 기뻐서 눈물 날 것 같아.,0
33611,보면 5~6000 천이 우습게 나오던데 뭐하시는분들이신지 ㄷㄷㄷ,1
54020,내가 돈이 없어서 사랑하는 아내가 원하는 결혼식도 제대로 못 해주고 정말 한심하다.,2
17502,아들이 결혼할 사람을 데려왔는데 나이 차가 너무 많이 나서 당황스러워.,1
28556,내 친구가 따돌림을 당하는데 노여웠어.,1
33233,한 끼 겨우 해결할 정도의 일당으로 집에 혼자 집에 오는데 너무 고독하고 외로웠어.,1
60918,로사리오 반값도 안되게 잡았네 내년에 30홈런100타점이상 활약해서 100만달러 이상 재계약하자 착한넘,2
3743,잃어버린 줄 알았던 강아지가 우리 집에 다시 되돌아 왔어!,0
30928,요즘 코로나 때문에 잔기침만 해도 눈치가 보여서 조심 중이야.,1
51806,가족들이 내가 치매 초기 증상이 보인다고 요양원에 두고 가버렸어. 버려진 기분이야.,2
44293,난 그래서 유치원 못 믿는다.,1
56275,어떤 학과를 가야할지 아무런 생각이 안나. 뭘 해야할지 모르겠어.,2
13583,친구가 돈이 행복의 전부가 아니라고 하더니 노후 준비를 전혀 안 한 거야. 어휴 정말 걱정스러워.,1
26402,학교에서 폭력을 당한 건 나인데 나보고 전학을 가라고 해서 너무 당혹스러워.,1
15707,오늘 차를 타고 가다가 사고가 나서 병원신세를 지게됐어. 아내를 걱정시키게되서 너무 미안하고 병원비 많이들고. 참 힘들다.,1
57957,직장 다니는 일이 쉬운 일이 아니야. 갈수록 새로운 기술에 따른 업무를 배우는 것이 너무 두렵고 어려워.,2
21614,아이들이 모두 대학에 가게 돼서 좋은 일이지만 적금을 깨야 할 것 같아 힘들어.,1
7323,생일축하해요!!,0
16745,야근 때문에 회사에 혼자 남아있었는데 너무 외로웠어.,1
26698,오늘도 맥주를 마셔버렸어.,1
62825, S8 기달려야겠다ㅜㅜ,2
50860,친구가 퇴직금을 사기당했대.,2
392,컴퓨터를 어렵게 배웠는데 이젠 주변 노인들한테 알려줄 수 있게 돼서 아주 기뻐.,0
56657,우리 과장님이 좌천당하셨어.,2
8497,"추운날씨에 진압하신 경찰들도,집회에 참석한 시민들도 고생이 많으셨습니다~~~",0
45869,직장은 다녀서 뭐 하나 싶어.,2
51064,우리집은 다른 친척들에 비해 가난한 것 같아.,2
58584,형제가 아파하고 있도다ㅠㅠ,2
27306,요즘 들어 건강이 자신이 없어.,1
3557,병원비가 계속 밀려 독촉장이 날아와 걱정됐는데 딸이 보너스를 받았다며 전화가 와서 병원비를 낼 수 있었어. 정말 다행이야.,0
12382,외모지상주의 웹툰 잼난다^^,0
303,올해 내가 주관한 사업이 잘되어서 유급휴가를 한 달 동안 받게 되었어.,0
34893, 벌크업을 알아!,1
63238,삶을 너무 못산건지..,2
50914,내가 잘하는 업무보다 생소한 업무를 맡게 돼.,2
10406, 그리고 태어나 주셔서 정말 감사합니다 ㅠㅠ,0
42639,개박이와 핵누리 핵그넨이 보우하사 죄벌 공화국 만만세 ~~~~~~,1
5303,아내랑 이게 얼마 만에 보는 영화인지 모르겠어. 오랜만이라 기대가 돼.,0
62046,실업계고등학교.졸업에 ....할줄아는거라곤전단지배포.,2
62595,피해자를 보호해주는 곳은 어디인가...,2
47422,진로 때문에 괴로워.,2
22592,나는 틱장애를 오래 앓아서 사람을 못 만나겠어.,1
1835,손녀가 집에 놀러 왔는데 건강히 오래 살아야 한다고 말해줘서 힘이 나.,0
9072,교민들 최고다!,0
26426,오늘 처음 거래처와 미팅 갖기로 했어.,1
30484,자식들이 내 재산을 묻는데 솔직하게 말하면 해코지를 할까 봐 솔직히 말 못 하겠어.,1
2636,자식들이 하고 싶은 공부가 있다고 해서 내가 열심히 도와줄 거라고 말했어. 아주 뿌듯해.,0
50282,정년퇴직 날은 다가오는데 빚만 남았어.,2
23386,반 아이들에게 조용히 하라고 했는데 모두가 내 말을 무시했어. 너무 속상해.,1
42537,진화론은 개뿔...,1
2404,이번 달엔 순수익이 천만 원이나 늘었지 뭐야.,0
52630,같이 어울리던 친구들이 나만 빼고 만나는 것 같아.,2
42678,정권교체하여 쓰레기 방송도 대청소하자,1
10251, 특검 힘내세요,0
52899,직장에서 오늘도 혼났어. 눈치 보여서 점심도 혼자 먹었어. 버려진 기분이네.,2
23267,직장 생활 하는 동안 고생을 많이 해서 그런지 만성질환이 생겼어.,1
33803,죽엇다고기사날때 좋은분이엿구나했는데 이기사보니까 김일성친구인줄...,1
10731,류현진선수 화이팅!!!!,0
4458,이번에 들어온 신입 사원들의 행동이 민첩해. 일머리도 좋고 말이야.,0
12334,화이팅~~~~~~^^,0
27964,직장에서 친구가 없어서 너무 외로워.,1
51377,나 남자친구랑 헤어졌어. 걔가 헤어지재.,2
36405,길거리에 포켓몬 잡겠다고 다니는 저 사람들을 보고 무서운 생각이 듬~,1
22890,나 이직해야 할까? 너무 일이 적성에 안 맞아서 혼란스러워.,1
1539,애들이 커가니 교육비 부담도 커지네.,0
62229,저랑400일을앞두고 바람나서 헤어졌네요.,2
15200,아버지가 폐암에 걸려 죽었는데도 아들이 담배를 끊지 못해.,1
47334,코로나 때문에 밖에도 못 나가네.,2
48202,내 여자 친구가 나랑 스킨십 하는 것을 피해서 우울해.,2
12273,잘한다 특검!!!!!!,0
36440,완전 할아버지가 뭐가 좋지?,1
48038,이십 년 한 직장에 근무했는데 이제 찬밥 취급을 받는 거 같아.,2
42220,쓰레기를 뽑았다네요?,1
10642,백샘 덕분입니다.,0
43083,진정 찢어주고 싶네,1
32358,보험금까지 넣어서 산 주식이 주가 변동이 큰데 팔아야 할지 잘 몰라서 불안해.,1
51843,젊은 세대 트렌드 파악이 어려워 업무가 힘들어.,2
22115,아빠가 나에게만 준 용돈을 누나 몰래 숨겨두었는데 책상 위에 두고 온 것 같아. 불안해.,1
1707,나 요즘 진짜 흥분되는 일이 생겼어.,0
6391,오늘 직장에서 승진 소식을 들었어.,0
6928,오늘 12시에 형돈이와대준이 피처링 아이유 음원나와요^^많이들어주세요~,0
8270, 한때 구설수도많았지만 두분 정말 응원합니다.,0
48794,반에서 나를 욕하기 위해 만들어진 단체 채팅방이 있다는 사실을 알게 되었는데 너무 수치스러워.,2
39378,똥 싸는 걸 도대체 왜 봄?,1
9172, 매력 진짜 와..,0
7796,이준기 포텐터지겠네 진짜 연기짱 카리스마 몰입도짱,0
493,이번에 우리 팀에서 직원 한 명을 감원하기로 했는데 은근히 내가 될까 봐 걱정을 많이 하고 있어.,0
63642,아오이등병때 헤어진 내 애인두고보자 ㅠㅠㅠㅠㅠ,2
8406,골든벨에서도 대박!!,0
19327,오늘 회사 여자 화장실에 초소형 카메라가 발견됐어.,1
156,거래처 수정 요구에 난감했는데 팀장님께서 해결책을 주셨어. 한시름 놓았어.,0
42460, 도려내지 않으면 결국 다 죽는 것이다!,1
52963,학교에서 친구 때문에 너무 괴로워.,2
953,이번 건강검진도 결과가 잘 나왔어.,0
16467,코로나 때문에 출근하는 것이 불안해.,1
60796, 애보는 시간도 훨씬 많고...,2
7502,뒷북 꿀잼 ㅋㅋㅋㅋ,0
691,아내의 대장암이 완치된 후에 자식들이 안부 문자를 자주 보내줘.,0
29083,주변에 친구들은 다 결혼하고 혼자가 된 기분이야.,1
56301,헤어진 여자 친구가 그리워. 가끔 생각나면 눈물이 나.,2
53642,나 사기당했어. 나는 죽어야 해.,2
30132,점장 때문에 화가 나.,1
4801,친구 무리에서 오해가 생겨서 내가 왕따가 됐었는데 그 오해에 대해 다 풀어서 마음이 편해졌어.,0
1916,살이 쪘었는데 방학 동안 운동을 열심히 해서 키도 크고 살도 많이 빠졌어.,0
22882,퇴사를 언제쯤 해야 할지 고민스러워.,1
10510,고생한 배우들 스텝들...,0
26685,아들이 제발 방 좀 치우고 살았으면 좋겠어. 매일 내가 치워주기만 하니 시간이 갈수록 화가 나.,1
2620,병원에서 오래 생활하다가 이제 집에 가게 되었어. 너무 기뻐.,0
59691, 수업을 너무 많이 빠져서 거의 다 F를 받게 생겼어요....,2
59288,차 안에서 하루종일 보내려니 힘드네요,2
5915,은퇴하고 어디 아픈 것도 없어.,0
50782,아기를 너무 가지고 싶은데 노력을 해도 아기가 안 생겨서 속상해.,2
2813,나잇살 먹어가니까 마누라보다도 더 필요한게 친구인가 보네.,0
55414,손자들이 나와 같이 살기 싫다고 해서 슬프네.,2
43097,주유소 세금 면제는 안해주나? 70%가 세금 이다.,1
50692,내신 등급이 조금만 더 높았으면 원하는 곳에 갈 수 있었을 텐데 너무 아쉬워.,2
49029,친구가 나를 이기심 많은 사람으로 생각하는 것 같아서 정말 억울해.,2
47337,내 의견이 별로인가? 아무도 동의해주지 않아.,2
47796,나는 신장이 안 좋아서 병원에 정기적으로 다니는데 남편은 병원에 다닐 일이 없어서 부러워.,2
41078,민영화해라!,1
1136,나를 괴롭히던 친구가 전학을 갔어.,0
3832,엄마의 품은 너무 따뜻해.,0
10381, 오늘 하루도 수고했어~,0
23811,학원을 빠지고 놀자 한 친구가 자기 부모한테는 내 탓이라고 말했다고 하니 화가 나네.,1
2111,나도 직원들을 믿고 직원들도 나를 믿고 따라준 덕분에 회사가 잘 되었다고 생각해.,0
46379,요즘 어려운 회사 사정으로 인해 어제 해고 통보를 받았어.,2
56487,내 자녀에게 가난을 물려주는 것 같아.,2
5060,요즘 내 동기가 내가 어려울 때 먼저 도와줘. 정말 고마운데 내가 뭔가 할 수 있는 게 없을까?,0
53002,회사 은퇴후 돈도 없고 가족들 눈치만 보여. 용돈 달라고 말도못해.,2
2791,아들이 생일날 미역국도 끓여주고 선물도 줬어!,0
13724,이번 시험도 망치고 난 왜 이렇게 공부를 못 할까? 한심해.,1
46694,이제 올 한해도 몇 달 남지 않았는데 노후가 막막하네. 한숨만 나오고 비통할 뿐이야.,2
36375,글씨봐라. .,1
1133,도움을 줬던 사장님이 나에게 도움을 줘. 그래서 조금 편해졌어.,0
20664,직장에서 사람들 앞에서 실수했지 뭐야. 너무 창피하네.,1
58,급한 업무가 무사히 마무리 되고 박 과장님이 더 이상 재촉하지 않아서 마음이 편해.,0
43183,보통이 아니니 무지막지 해쳐먹고 뻔뻔하지,1
44777, 얘들아 적당히해,1
49684,우리 집은 너무 가난해서 어릴 적 추억이 하나도 없어.,2
56176,가족관계가 너무 힘들다.,2
1231,오늘 특별한 일은 아니지만 정말 기분이 좋아.,0
62055,아까 아침에 헤어졌어요,2
12285,이야 사람 간 보는것도 아니고 주자 1-3루 만들어놓고 삼진잡네 ㅋㅋ 쪼는맛은 최고다 파팅,0
8671,할수있다 할수있다 ㅎ,0
42876,박근혜가 가는 어디든 가서 시위하겠다. ㅆㄴ이 내려올때까지,1
29244,남자친구가 갑자기 화를 내고 가버렸어. 정말 당황스러워.,1
32231,지금 모아 놓은 돈으로 은퇴 후 잘 살아갈 수 있을지 모르겠어. 걱정스러운 마음이 가득해.,1
56804,고향 친구가 얼굴이 까맣기에 햇빛에 탄줄 알았더니 그게 아니었어.,2
16875,명절 때마다 친척들이 결혼이야기를 해서 너무 괴로워.,1
13894,요즘 이런저런 생각 때문에 힘들어.,1
26329,둘째 딸이 내가 신장이 안 좋다고 판정 받은 뒤 고기를 먹을 때마다 나한테 잔소리를 해.,1
52451,내가 아픈데 내 자식들은 내 걱정은 커녕 온통 돈 걱정뿐이라는 게 배신감이 느껴져.,2
60096,너무 어렵게 설명해논거같아서이해가 잘안되네요 ㅠㅠ,2
897,따돌림으로 우울했는데 부모님께서 위로해주셨어.,0
49486,할아버지 댁에 안 가고 혼자 남았는데 형이 용돈을 많이 받아온 걸 보니 후회되네.,2
63058,막연히 보고싶다.,2
9978,존잼꿀잼 요즘 나의 낙♡♡,0
19403,친구가 성형을 하고 엄청 예뻐졌어. 나도 성형하면 친구보다 예뻐질 것 같아서 질투가 나.,1
21469,전학 간 학교 반에서 친한 친구가 한 명뿐인데 오늘 그 친구가 학교에 안 왔어.,1
21006,어제 먹은 게 잘못되었는지 아침부터 계속 토하고 구역질 나고 그러네.,1
40828, 남의 아픔을 돈벌이로 이용하다니,1
9818,제가 아직 요리 초보인데 백주부님의 방송을 보면 저같은 학생들도 쉽게 보고 따라할수 있어요,0
56555,요즘 많이 무기력한 나날을 보내고 있어. ,2
11042,여자들은 넘 귀여운거 같애 ㅎㅎ,0
3417,우리 가족 성격은 느긋해서 싸울 일이 없는 것 같아서 좋아.,0
